Id,minutes_past,radardist_km,Ref,Ref_5x5_10th,Ref_5x5_50th,Ref_5x5_90th,RefComposite,RefComposite_5x5_10th,RefComposite_5x5_50th,RefComposite_5x5_90th,RhoHV,RhoHV_5x5_10th,RhoHV_5x5_50th,RhoHV_5x5_90th,Zdr,Zdr_5x5_10th,Zdr_5x5_50th,Zdr_5x5_90th,Kdp,Kdp_5x5_10th,Kdp_5x5_50th,Kdp_5x5_90th,Expected
378,55,15.0,,,,,,,,,,,,,,,,,,,,,2523.7454
378,59,15.0,,,,,,,,,,,,,,,,,,,,,2523.7454
379,4,5.0,30.5,27.0,30.0,35.0,36.0,30.5,37.5,40.5,0.995,0.9916667,0.995,0.99833333,0.3125,-0.25,0.1875,0.75,-1.0599976,-1.0599976,0.0,1.7599945,3.0480015
379,10,5.0,36.0,34.0,36.0,40.0,37.0,36.5,38.0,42.0,0.985,0.985,0.995,0.99833333,0.0,-0.4375,-0.0625,0.875,0.0,-1.4100037,0.69999695,1.4099884,3.0480015
379,16,5.0,32.0,30.0,32.5,36.0,33.5,32.5,33.5,37.0,0.98833334,0.97833335,0.985,0.995,-0.1875,0.0625,0.375,0.9375,0.34999084,-1.0599976,0.69999695,1.7599945,3.0480015
379,22,5.0,18.0,18.0,21.0,23.5,26.0,23.5,26.5,29.0,0.9916667,0.97833335,0.98833334,0.9916667,0.25,-0.125,0.1875,0.625,1.0599976,-1.4100037,-0.3500061,1.3899994,3.0480015
379,28,5.0,23.0,22.0,25.0,28.0,28.0,24.0,26.0,28.0,0.98833334,0.975,0.98833334,0.995,0.4375,-0.4375,0.25,0.8125,-0.3500061,-2.8200073,0.34999084,2.119995,3.0480015
379,34,5.0,23.0,22.5,24.5,25.5,30.0,26.0,28.0,30.0,0.995,0.985,0.995,0.99833333,0.375,-0.25,0.125,0.8125,1.4099884,-1.4100037,0.0,1.4099884,3.0480015
379,39,5.0,24.5,24.5,27.0,29.5,33.5,29.0,31.5,35.5,0.995,0.97833335,0.9916667,0.995,-0.125,-0.375,0.0625,0.5,2.119995,-1.7600098,1.4099884,2.4599915,3.0480015
379,45,5.0,27.0,26.0,28.0,30.5,28.0,27.0,29.0,30.5,0.9916667,0.9816667,0.9916667,0.99833333,0.6875,0.125,0.3125,0.8125,1.0599976,-1.0599976,0.34999084,1.0599976,3.0480015
379,53,5.0,25.5,22.5,24.5,30.0,25.5,24.0,25.5,30.0,0.98833334,0.985,0.9916667,0.995,-0.0625,-0.3125,0.125,0.625,-0.7100067,-1.4100037,-0.3600006,1.0599976,3.0480015
379,59,5.0,24.5,23.0,25.0,29.5,25.5,26.5,28.0,32.5,0.985,0.9716667,0.98833334,0.995,0.0,-0.1875,0.5625,1.25,-0.69999695,-1.0900116,-0.3500061,0.69999695,3.0480015
380,1,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,6,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,10,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,14,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,19,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,24,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,28,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,33,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,37,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,42,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,47,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,52,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
380,56,14.0,,,,,,,,,,,,,,,,,,,,,28.000013
381,1,13.0,29.0,24.0,27.0,32.5,29.0,24.0,28.0,32.5,1.0283334,0.90166664,1.015,1.0516667,-0.25,-3.75,0.125,2.75,,,4.1900024,10.440002,4.8260026
381,5,13.0,29.0,23.5,29.0,33.0,29.0,23.5,29.0,33.0,,,,,,,,,,,,,4.8260026
381,8,13.0,28.5,26.0,28.5,33.0,28.5,26.5,29.5,36.0,,,,,,,,,,,,,4.8260026
381,11,13.0,33.5,27.5,30.0,35.0,33.5,27.5,31.5,37.5,,,,1.0516667,,,,1.5,,,,14.959991,4.8260026
381,14,13.0,30.5,24.5,28.0,33.5,30.5,24.5,28.0,33.5,,,,,,,,,,,,,4.8260026
381,17,13.0,28.0,20.0,28.0,34.5,28.0,20.0,28.5,34.5,,,,,,,,,,,,,4.8260026
381,20,13.0,26.0,15.5,25.5,31.0,41.0,15.5,25.5,42.5,,,,,,,,,,,,,4.8260026
381,26,13.0,17.0,,17.0,27.5,17.0,13.5,17.0,27.5,,,,,,,,,,,,,4.8260026
381,29,13.0,16.0,12.5,16.0,23.0,16.0,13.0,16.5,23.0,,,,,,,,,,,,,4.8260026
381,32,13.0,15.0,13.0,17.5,23.5,24.0,14.5,18.5,24.0,,,,,,,,,,,,,4.8260026
381,35,13.0,21.5,14.5,20.5,31.0,21.5,15.0,20.5,31.0,,,,,,,,,,,,,4.8260026
381,38,13.0,23.5,16.0,22.5,28.0,23.5,17.0,22.5,28.0,,,,,,,,,,,,,4.8260026
381,42,13.0,22.0,,18.5,23.5,22.0,,18.5,23.5,,,,,,,,,,,,,4.8260026
381,45,13.0,11.0,,11.0,21.5,14.0,,13.5,21.5,,,,,,,,,,,,,4.8260026
381,48,13.0,,,,14.5,,,,17.5,,,,,,,,,,,,,4.8260026
381,51,13.0,,,,,,,,13.5,,,,,,,,,,,,,4.8260026
381,54,13.0,,,,,,,,,,,,,,,,,,,,,4.8260026
381,57,13.0,,,,,,,,,,,,,,,,,,,,,4.8260026
382,1,2.0,24.5,25.5,31.0,34.5,37.5,36.5,38.5,42.0,0.9916667,0.98833334,0.99833333,0.99833333,0.25,0.3125,0.8125,1.4375,0.34999084,-1.4100037,-0.7100067,3.4899902,3.810002
382,6,2.0,31.0,31.5,35.0,37.5,36.0,35.5,37.5,39.5,0.995,0.995,0.99833333,0.99833333,0.3125,0.1875,0.4375,1.0,0.34999084,-0.7100067,0.34999084,1.7399902,3.810002
382,11,2.0,28.5,28.0,30.5,33.5,32.5,31.5,32.5,34.5,0.99833333,0.9916667,0.99833333,0.99833333,0.9375,0.375,0.6875,1.0,-0.3500061,-1.4100037,-0.3500061,1.7599945,3.810002
382,16,2.0,29.5,24.0,28.0,30.5,35.5,32.0,34.0,36.0,0.99833333,0.995,0.99833333,0.99833333,0.8125,0.4375,0.75,1.125,-0.3500061,-0.69999695,0.34999084,1.4099884,3.810002
382,21,2.0,30.0,28.0,31.0,34.0,37.0,34.5,36.0,38.5,0.99833333,0.995,0.995,0.99833333,1.1875,0.375,0.625,1.0625,-1.0599976,-1.0599976,-0.3500061,0.70999146,3.810002
382,26,2.0,40.0,29.5,34.0,39.0,40.0,35.0,37.5,40.0,0.99833333,0.995,0.99833333,0.99833333,0.75,0.4375,0.8125,1.1875,-1.0599976,-1.0599976,-0.69999695,1.0599976,3.810002
382,31,2.0,31.0,26.0,29.0,32.5,32.5,31.0,32.5,35.0,0.99833333,0.995,0.99833333,0.99833333,0.9375,0.75,0.9375,1.3125,0.0,-0.7100067,0.0,0.70999146,3.810002
382,37,2.0,27.5,24.0,27.5,30.5,37.0,32.5,34.0,37.0,0.9916667,0.9916667,0.995,0.99833333,1.375,0.6875,0.9375,1.75,0.34999084,-0.7200012,0.34999084,1.7599945,3.810002
382,42,2.0,28.0,25.0,30.0,33.5,33.0,32.0,33.0,34.5,0.99833333,0.995,0.99833333,0.99833333,0.4375,0.0625,0.4375,0.875,1.7599945,-2.1200104,-0.69000244,1.7599945,3.810002
382,47,2.0,31.5,27.0,29.5,33.5,38.0,34.0,36.5,39.5,1.0016667,0.995,0.99833333,1.0016667,0.4375,-0.25,0.3125,0.6875,-1.0599976,,-0.3500061,1.7599945,3.810002
382,53,2.0,35.5,30.0,33.5,37.0,35.5,32.5,35.0,38.0,0.995,0.995,0.99833333,0.99833333,0.0625,0.25,0.4375,1.0625,0.0,-1.0599976,0.0,0.70999146,3.810002
382,58,2.0,25.5,20.0,25.5,31.5,31.5,25.0,28.0,31.5,0.99833333,0.995,0.99833333,0.99833333,0.625,0.4375,0.6875,1.0625,0.34999084,-1.4100037,0.0,1.4099884,3.810002
383,0,15.0,,,,,,,,,,,,,,,,,,,,,0.25400013
383,10,15.0,,,,,,,,,,,,,,,,,,,,,0.25400013
383,19,15.0,,,,,,,,,,,,,,,,,,,,,0.25400013
383,29,15.0,,,,,,,,,,,,,,,,,,,,,0.25400013
383,39,15.0,,,,,,,,,,,,,,,,,,,,,0.25400013
383,48,15.0,,,,,,,,,,,,,,,,,,,,,0.25400013
383,58,15.0,,,,,,,,,,,,,,,,,,,,,0.25400013
384,2,3.0,,,,-9.0,-13.0,-18.0,-16.0,-9.0,,,,0.5783333,,,,-1.6875,,,,,0.25400013
384,12,3.0,,,,1.0,-15.0,-17.0,-14.0,1.0,,,,,,,,,,,,,0.25400013
384,21,3.0,4.0,,-15.5,7.0,4.0,-16.0,-11.0,11.0,0.715,,0.8983333,0.9916667,-4.9375,,-6.4375,7.9375,,,,,0.25400013
384,31,3.0,,,,,-12.5,,-14.0,-11.0,0.595,,,0.70166665,3.25,,,3.375,,,,,0.25400013
384,41,3.0,,,,-8.5,,,-16.5,-8.5,,,,,,,,,,,,,0.25400013
384,51,3.0,,,,-17.0,,,,-6.5,,,,0.57166666,,,,7.5,,,,,0.25400013
385,2,11.0,26.5,23.0,28.0,33.0,33.5,25.0,30.5,34.0,,,,,,,,,,,,,0.25400013
385,7,11.0,19.0,16.0,19.5,23.5,21.5,20.0,23.0,28.5,,,,,,,,,,,,,0.25400013
385,12,11.0,23.5,16.5,21.5,24.0,23.5,23.0,25.0,27.5,,,,,,,,,,,,,0.25400013
385,16,11.0,21.0,17.5,19.0,22.5,24.5,20.5,23.5,26.0,,,,,,,,,,,,,0.25400013
385,21,11.0,14.0,14.5,18.5,21.5,21.5,21.5,23.5,25.0,,,,,,,,,,,,,0.25400013
385,26,11.0,17.0,15.0,17.0,22.5,20.0,18.0,20.0,23.0,,,,,,,,,,,,,0.25400013
385,30,11.0,14.0,9.5,12.0,15.5,19.0,16.5,19.0,20.5,,,,,,,,,,,,,0.25400013
385,35,11.0,,,,12.5,15.0,15.0,17.5,20.5,,,,,,,,,,,,,0.25400013
385,40,11.0,11.0,,,12.5,17.0,12.0,16.5,21.0,,,,,,,,,,,,,0.25400013
385,45,11.0,,,,9.0,17.0,12.5,16.5,20.5,,,,,,,,,,,,,0.25400013
385,49,11.0,14.0,8.5,11.5,14.5,20.0,18.0,19.5,22.0,,,,,,,,,,,,,0.25400013
385,54,11.0,13.5,11.0,13.0,17.0,23.5,20.0,22.0,23.5,,,,,,,,,,,,,0.25400013
385,59,11.0,11.0,8.5,13.0,24.5,19.5,18.5,21.0,27.0,,,,,,,,,,,,,0.25400013
386,8,10.0,,,,,,,,,,,,,,,,,,,,,0.25400013
386,17,10.0,,,,,,,,,,,,,,,,,,,,,0.25400013
386,27,10.0,,,,,,,,,,,,,,,,,,,,,0.25400013
386,36,10.0,,,,,,,,,,,,,,,,,,,,,0.25400013
386,46,10.0,,,,,,,,,,,,,,,,,,,,,0.25400013
386,56,10.0,,,,,,,,,,,,,,,,,,,,,0.25400013
387,4,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
387,8,13.0,,,,15.5,,,,17.5,,,,,,,,,,,,,0.25400013
387,13,13.0,,,,14.5,,,,15.5,,,,,,,,,,,,,0.25400013
387,17,13.0,,,,,,,,,,,,0.695,,,,7.9375,,,,,0.25400013
387,21,13.0,13.0,,,15.5,13.0,,,15.5,,,,,,,,,,,,,0.25400013
387,26,13.0,,,,14.0,,,,14.0,,,,,,,,,,,,,0.25400013
387,30,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
387,34,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
387,39,13.0,,,,,13.5,,,14.5,,,,,,,,,,,,,0.25400013
387,43,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
387,47,13.0,,,,14.5,,,,14.5,,,,,,,,,,,,,0.25400013
387,51,13.0,,,,14.0,,,,14.0,,,,,,,,,,,,,0.25400013
387,55,13.0,,,,17.5,13.5,,13.5,21.0,,,,,,,,,,,,,0.25400013
387,59,13.0,,,,17.0,14.0,,15.0,18.5,,,,,,,,,,,,,0.25400013
388,1,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,5,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,8,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,11,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,14,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,17,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,20,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,26,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,29,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,32,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,35,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,38,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,42,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,45,14.0,,,,,,,,,,,,,,,,,,,,,1.0160005
388,48,14.0,19.5,,,22.5,19.5,,,22.5,,,,,,,,,,,,,1.0160005
388,51,14.0,,,,14.5,,,,15.5,,,,,,,,,,,,,1.0160005
388,54,14.0,14.5,,,15.5,14.5,,,17.0,,,,,,,,,,,,,1.0160005
388,57,14.0,,,,15.0,,,,15.0,,,,,,,,,,,,,1.0160005
389,3,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,8,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,12,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,16,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,21,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,25,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,30,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,34,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,38,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,43,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,47,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,52,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
389,56,16.0,,,,,,,,,,,,,,,,,,,,,0.7620004
390,2,8.0,20.0,15.0,19.0,22.5,20.0,15.5,20.0,24.0,0.96166664,,0.9716667,1.0516667,0.125,,0.125,3.8125,-2.800003,,-4.51001,-1.050003,2.032001
390,7,8.0,15.0,8.0,14.0,19.5,15.5,15.5,17.5,21.0,0.96500003,0.9216667,0.9916667,1.0516667,0.75,-1.1875,0.9375,2.6875,-0.7100067,-12.610001,-1.0599976,4.9299927,2.032001
390,12,8.0,12.0,11.5,14.0,19.5,20.0,17.0,19.5,24.5,0.985,0.975,0.995,1.0016667,1.375,0.375,1.25,2.375,0.0,-2.0599976,0.0,1.7599945,2.032001
390,16,8.0,21.5,16.0,20.5,24.5,21.5,16.0,23.0,25.5,0.9816667,0.975,0.98833334,0.995,2.1875,0.25,1.3125,2.375,4.2299957,-3.1699982,0.69999695,3.869995,2.032001
390,21,8.0,5.0,,,15.5,5.0,,5.0,15.5,,,,,,,,,,,,,2.032001
390,26,8.0,,,,25.5,17.0,,14.0,28.0,,,0.98833334,1.0516667,,,1.5625,3.3125,,,-21.449997,0.69999695,2.032001
390,30,8.0,23.5,,21.0,27.5,23.5,7.5,21.5,27.5,0.9716667,,0.985,1.005,0.6875,,0.3125,2.875,-0.7100067,,-2.8200073,5.6299896,2.032001
390,35,8.0,,,,12.0,,,10.0,17.0,1.0016667,,0.96500003,1.0216666,3.0625,,0.4375,2.75,3.1699982,,-3.1600037,3.5,2.032001
390,40,8.0,,,,12.5,,,7.0,18.5,,,,1.0516667,,,,1.25,,,,-0.93000793,2.032001
390,45,8.0,12.5,,7.5,21.5,12.5,8.0,14.0,25.0,,,,,,,,,,,,,2.032001
390,49,8.0,29.0,15.0,30.0,39.0,42.5,25.5,35.5,42.5,,,,,,,,,,,,,2.032001
390,54,8.0,31.5,19.5,31.0,41.5,31.5,21.5,33.5,44.0,,,,,,,,,,,,,2.032001
390,59,8.0,37.5,28.0,37.0,45.5,37.5,32.5,41.0,47.5,,,,,,,,,,,,,2.032001
391,2,2.0,11.5,11.5,14.5,19.5,28.0,27.5,29.0,32.5,0.99833333,0.9816667,0.995,0.99833333,0.3125,-0.0625,0.625,1.3125,-1.4100037,-1.4100037,0.70999146,3.519989,0.25400013
391,6,2.0,22.5,19.5,23.0,25.5,25.0,24.0,25.5,27.5,0.96166664,0.945,0.9816667,0.995,0.875,-0.125,0.8125,1.4375,1.7599945,,1.4099884,4.2299957,0.25400013
391,11,2.0,16.0,15.5,19.0,22.0,25.5,21.0,22.5,26.0,0.94166666,0.88166666,0.96500003,0.9916667,1.9375,-0.1875,1.0,3.75,,,,2.4700012,0.25400013
391,16,2.0,22.5,16.5,20.5,24.5,22.5,22.0,24.0,26.5,0.995,0.97833335,0.995,0.99833333,0.6875,-0.25,0.8125,2.1875,-0.7100067,-2.4700012,-0.7100067,2.8099976,0.25400013
391,21,2.0,12.5,12.0,15.5,20.5,23.5,20.5,23.0,26.0,0.9916667,0.97833335,0.995,0.99833333,0.875,-0.4375,0.375,1.5625,-1.4100037,-1.4100037,0.0,4.2299957,0.25400013
391,26,2.0,20.0,12.5,18.0,23.5,21.0,19.5,22.0,24.0,0.9916667,0.9116667,0.9916667,0.99833333,0.625,-0.125,0.625,2.1875,0.70999146,-2.8200073,0.34999084,3.5,0.25400013
391,31,2.0,10.0,10.0,12.5,22.5,23.5,20.0,22.5,24.5,0.945,0.9216667,0.9816667,1.0016667,1.1875,0.1875,1.125,2.25,,,,1.4099884,0.25400013
391,36,2.0,12.0,6.0,10.5,15.0,18.5,16.0,18.0,20.5,0.98833334,0.9316667,0.9816667,0.99833333,0.1875,-0.5,0.625,2.1875,-0.3500061,,-2.4700012,6.3399963,0.25400013
391,41,2.0,16.0,11.5,15.5,20.0,16.0,16.5,18.0,21.5,0.98833334,0.945,0.98833334,1.0016667,0.8125,-0.3125,0.8125,2.4375,4.580002,,0.34999084,4.899994,0.25400013
391,45,2.0,11.0,11.5,16.5,22.0,21.5,20.0,22.0,24.5,0.86833334,0.65833336,0.93833333,1.0516667,1.9375,0.4375,2.5625,5.875,,,,,0.25400013
391,50,2.0,7.0,9.0,13.0,17.5,17.0,15.0,17.5,20.5,0.685,0.815,0.925,1.0283334,2.625,0.25,2.3125,3.625,,,,,0.25400013
391,55,2.0,4.5,3.5,6.5,12.0,8.0,8.0,10.5,14.5,,,0.815,1.0516667,,,4.3125,7.9375,,,,,0.25400013
392,2,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,6,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,11,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,15,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,19,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,24,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,28,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,32,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,37,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,41,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,45,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,50,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,54,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
392,58,16.0,,,,,,,,,,,,,,,,,,,,,0.25400013
393,0,16.0,,,,,,,,,,,,,,,,,,,,,1.0160005
393,10,16.0,,,,,,,,,,,,,,,,,,,,,1.0160005
393,19,16.0,,,,,,,,,,,,,,,,,,,,,1.0160005
393,29,16.0,,,,,,,,,,,,,,,,,,,,,1.0160005
393,39,16.0,,,,,,,,,,,,,,,,,,,,,1.0160005
393,48,16.0,,,,,,,,,,,,,,,,,,,,,1.0160005
393,58,16.0,,,,,,,,,,,,,,,,,,,,,1.0160005
394,3,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
394,12,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
394,20,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
394,29,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
394,38,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
394,47,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
394,58,13.0,,,,,,,,,,,,,,,,,,,,,0.25400013
395,2,11.0,43.5,28.5,38.0,45.0,43.5,37.5,42.0,46.5,,,,,,,,,,,,,1.2700007
395,6,11.0,49.5,39.0,46.0,50.0,51.0,41.5,47.0,52.0,,,,,,,,,,,,,1.2700007
395,11,11.0,34.5,23.5,31.5,37.0,34.5,23.5,31.5,37.0,,,,,,,,,,,,,1.2700007
395,16,11.0,22.5,18.5,24.0,29.0,25.0,20.0,24.5,29.0,,,,,,,,,,,,,1.2700007
395,21,11.0,15.0,,,15.5,25.5,,16.0,26.5,,,,,,,,,,,,,1.2700007
395,26,11.0,17.5,,17.5,39.5,34.5,,35.5,46.5,,,,,,,,,,,,,1.2700007
395,31,11.0,,,,,15.5,,15.0,20.5,,,,,,,,,,,,,1.2700007
395,36,11.0,,,,18.0,11.5,,11.0,37.5,,,,,,,,,,,,,1.2700007
395,41,11.0,13.5,,,42.0,13.5,,,42.0,,,,,,,,,,,,,1.2700007
395,45,11.0,,,,24.0,,,,24.0,,,,,,,,,,,,,1.2700007
395,50,11.0,,,,16.5,33.5,8.0,26.0,36.5,,,,,,,,,,,,,1.2700007
395,55,11.0,24.0,,21.5,34.0,24.0,,21.5,34.5,,,,,,,,,,,,,1.2700007
396,2,12.0,40.5,33.0,38.0,43.0,41.0,35.5,40.5,46.0,1.005,0.9916667,1.0016667,1.015,-0.4375,-1.5625,-0.5,0.5,-0.69999695,-3.7900085,-1.0599976,2.4700012,20.57401
396,6,12.0,44.0,27.5,39.0,44.0,45.0,29.5,39.5,44.5,1.005,0.98833334,0.99833333,1.005,-1.1875,-0.875,-0.25,0.1875,-2.1200104,-3.1699982,-1.050003,2.119995,20.57401
396,11,12.0,29.5,29.5,31.5,34.5,32.0,29.5,32.0,34.5,0.915,0.9716667,0.995,1.005,-1.0,-1.0,-0.5,1.0625,2.119995,-0.69999695,1.4099884,3.1699982,20.57401
396,16,12.0,27.5,26.5,29.0,33.0,29.5,28.0,30.5,33.0,0.9716667,0.92833334,0.97833335,0.995,-0.1875,-1.0625,-0.3125,1.4375,0.34999084,-3.7799988,-0.7100067,3.8799896,20.57401
396,20,12.0,32.0,26.5,29.5,33.0,32.5,27.5,29.5,33.0,0.98833334,0.96500003,0.98833334,0.99833333,-0.75,-1.25,-0.25,1.4375,1.050003,-2.1100006,0.34999084,2.9899902,20.57401
396,25,12.0,32.5,28.0,31.5,34.0,32.5,30.0,32.5,34.5,0.935,0.90166664,0.95166665,0.98833334,0.9375,-1.4375,-0.1875,1.75,-1.3600006,-6.330002,1.4099884,6.970001,20.57401
396,30,12.0,38.0,30.0,36.5,39.5,38.0,30.5,37.0,39.5,0.9816667,0.865,0.955,0.995,1.875,-0.875,0.125,3.5,3.519989,-5.279999,1.0599976,4.2299957,20.57401
396,34,12.0,31.5,26.0,29.5,34.5,31.5,26.5,30.5,35.0,0.99833333,0.935,0.985,1.0083333,0.0,-0.875,-0.0625,1.4375,3.869995,-4.230011,0.0,4.899994,20.57401
396,39,12.0,34.5,27.0,29.0,34.5,34.5,28.0,30.0,35.0,0.9583333,0.96166664,0.9916667,0.99833333,-0.25,-1.4375,-0.1875,0.5625,1.4099884,-2.1200104,0.0,3.519989,20.57401
396,44,12.0,27.5,24.0,28.5,32.0,31.0,25.5,29.0,32.0,0.9716667,0.90166664,0.97833335,1.005,-0.5,-1.375,-0.4375,1.375,-4.1200104,-4.930008,-1.3899994,1.8999939,20.57401
396,48,12.0,33.5,24.0,30.0,34.0,33.5,26.0,31.5,36.0,0.9583333,0.96500003,0.98833334,1.015,0.0625,-0.3125,0.125,1.9375,0.69999695,-3.5200043,0.69999695,6.6799927,20.57401
396,53,12.0,26.5,26.0,28.5,32.5,29.0,26.5,29.0,32.5,0.985,0.9816667,0.99833333,1.0116667,1.5,-0.5625,0.25,1.5,3.519989,-4.5700073,-2.1200104,3.519989,20.57401
397,1,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,6,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,10,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,14,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,19,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,24,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,28,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,33,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,37,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,42,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,47,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,52,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
397,56,17.0,,,,,,,,,,,,,,,,,,,,,9.3980055
398,3,11.0,,,,,19.0,18.5,21.0,24.0,,,,,,,,,,,,,1.0750006
398,8,11.0,,,,,20.5,19.0,21.5,25.0,,,,,,,,,,,,,1.0750006
398,12,11.0,,,,,20.5,19.5,21.5,23.5,,,,,,,,,,,,,1.0750006
398,17,11.0,,,,,20.5,19.0,20.5,22.0,,,,,,,,,,,,,1.0750006
398,21,11.0,,,,11.5,26.0,20.0,23.0,25.0,,,,,,,,,,,,,1.0750006
398,26,11.0,14.0,,11.0,17.5,22.5,20.5,24.0,33.5,,,,,,,,,,,,,1.0750006
398,31,11.0,15.5,11.5,17.5,33.5,34.5,25.0,31.5,36.0,,,,,,,,,,,,,1.0750006
398,36,11.0,38.0,26.5,31.0,35.0,38.0,32.5,34.0,38.0,,,,,,,,,,,,,1.0750006
398,41,11.0,34.5,30.0,34.0,37.5,38.0,34.0,37.0,41.0,,,,,,,,,,,,,1.0750006
398,46,11.0,29.5,27.5,30.0,34.5,33.0,31.0,33.0,38.0,,,,,,,,,,,,,1.0750006
398,51,11.0,29.5,25.5,29.0,35.5,30.5,28.5,32.0,36.0,,,,,,,,,,,,,1.0750006
398,57,11.0,26.5,25.5,29.5,32.0,32.5,28.5,32.5,38.0,,,,,,,,,,,,,1.0750006
399,0,15.0,15.5,13.5,16.5,20.5,15.5,13.5,16.5,20.5,,,,,,,,,,,,,0.7620004
399,5,15.0,16.0,,16.0,20.5,16.0,,16.0,20.5,,,,,,,,,,,,,0.7620004
399,9,15.0,13.0,,16.5,21.0,13.0,12.5,16.5,21.0,,,,,,,,,,,,,0.7620004
399,14,15.0,13.5,,16.5,21.5,13.5,,16.5,21.5,,,,,,,,,,,,,0.7620004
399,19,15.0,14.0,,14.5,18.5,14.0,,14.5,18.5,,,,,,,,,,,,,0.7620004
399,23,15.0,,,14.0,17.0,,,14.0,17.0,,,,,,,,,,,,,0.7620004
399,28,15.0,,,12.5,18.5,,,12.5,18.5,,,,,,,,,,,,,0.7620004
399,33,15.0,14.5,,14.5,22.5,14.5,,14.5,22.5,,,,,,,,,,,,,0.7620004
399,38,15.0,15.5,,13.0,16.0,15.5,,13.0,16.0,,,,,,,,,,,,,0.7620004
